2021-05-31,677
2021-06-01,678
2021-06-03,680
2021-06-04,681
2021-06-05,682
2021-06-06,683
2021-06-07,684
2021-06-11,688
2021-06-19,696
2021-06-24,701
2021-06-28,705
2021-06-29,706
2021-07-01,708
2021-07-02,709
2021-07-09,716
2021-07-10,717
2021-07-11,718
2021-07-13,720
2021-07-18,725
2021-07-19,726
2021-07-22,729
2021-07-24,731
2021-07-26,733
2021-07-31,738
2021-08-01,739
2021-08-02,740
2021-08-03,741
2021-08-04,742
2021-08-05,743
2021-08-06,744
2021-08-07,745
2021-08-10,748
2021-08-12,750
2021-08-15,753
2021-08-27,765
2021-09-06,775
2021-09-07,776
2021-09-08,777
2021-09-12,781
2021-09-13,782
2021-09-19,788
2021-09-28,797
2021-09-29,798
2021-10-03,802
2021-10-07,806
2021-10-10,809
2021-10-11,810
2021-10-12,811
2021-10-17,816
2021-10-22,821
2021-11-01,831
2021-11-05,835
2021-11-10,840
2021-11-13,843
2021-11-15,845
2021-11-16,846
2021-11-17,847
2021-11-25,855
2021-11-29,859
2021-12-03,863
2021-12-05,865
2021-12-06,866
2021-12-12,872
2021-12-13,873
2021-12-18,878
2021-12-20,880
2021-12-21,881
2021-12-22,882
2021-12-23,883
2021-12-26,886
2021-12-29,889
2022-01-01,892
2022-01-10,901
2022-01-21,912
2022-01-23,914
2022-01-29,920
2022-01-31,922
2022-02-01,923
2022-02-13,935
2022-02-15,937
2022-02-18,940
2022-02-20,942
2022-02-23,945
2022-02-26,948
2022-02-27,949
2022-02-28,950
2022-03-06,956
2022-03-09,959
2022-03-10,960
2022-03-12,962
2022-03-13,963
2022-03-14,964
2022-03-15,965
2022-03-17,967
2022-03-19,969
2022-03-25,975
2022-04-03,984
2022-04-04,985
2022-04-07,988
2022-04-08,989
2022-04-09,990
2022-04-10,991
2022-04-14,995
2022-04-19,1000
2022-04-21,1002
2022-04-28,1009
2022-04-29,1010
2022-04-30,1011
2022-05-04,1015
2022-05-06,1017
2022-05-07,1018
2022-05-08,1019
2022-05-09,1020
2022-05-11,1022
2022-05-12,1023
2022-05-13,1024
2022-05-15,1026
2022-05-16,1027
2022-05-17,1028
2022-05-18,1029
2022-05-19,1030
2022-05-22,1033
2022-05-23,1034
2022-05-27,1038
2022-05-29,1040
2022-05-30,1041
2022-06-05,1047
2022-06-06,1048
2022-06-13,1055
2022-06-17,1059
2022-06-19,1061
2022-06-23,1065
2022-06-27,1069
2022-07-06,1078
2022-07-08,1080
2022-07-09,1081
2022-07-10,1082
2022-07-11,1083
2022-07-15,1087
2022-07-17,1089
2022-07-20,1092
2022-07-24,1096
2022-07-25,1097
2022-07-31,1103
2022-08-02,1105
2022-08-03,1106
2022-08-07,1110
2022-08-09,1112
2022-08-11,1114
2022-08-14,1117
2022-08-17,1120
2022-08-18,1121
2022-08-20,1123
2022-08-21,1124
2022-08-26,1129
2022-08-27,1130
2022-08-28,1131
2022-08-30,1133
2022-09-01,1135
2022-09-02,1136
2022-09-04,1138
2022-09-11,1145
2022-09-15,1149
2022-09-18,1152
2022-09-22,1156
2022-09-24,1158
2022-10-01,1165
2022-10-02,1166
2022-10-09,1173
2022-10-16,1180
2022-10-18,1182
2022-10-19,1183
2022-10-20,1184
2022-10-23,1187
2022-10-24,1188
2022-10-26,1190
2022-10-27,1191
2022-10-29,1193
2022-10-30,1194
2022-10-31,1195
2022-11-01,1196
2022-11-03,1198
2022-11-04,1199
2022-11-05,1200
2022-11-06,1201
2022-11-07,1202
2022-11-10,1205
2022-11-12,1207
2022-11-13,1208
2022-11-14,1209
2022-11-16,1211
2022-11-20,1215
2022-11-21,1216
2022-11-23,1218
2022-12-04,1229
2022-12-07,1232
2022-12-08,1233
2022-12-09,1234
2022-12-10,1235
2022-12-21,1246
2022-12-25,1250
2022-12-26,1251
2023-01-01,1257
